LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes
ESP;QGDP;TOT;PC_CHGPP;Q;1999-Q1;0.998461;
ESP;QGDP;TOT;PC_CHGPP;Q;1999-Q2;1.186015;
ESP;QGDP;TOT;PC_CHGPP;Q;1999-Q3;1.32946;
ESP;QGDP;TOT;PC_CHGPP;Q;1999-Q4;1.134279;
ESP;QGDP;TOT;PC_CHGPP;Q;2000-Q1;1.59966;
ESP;QGDP;TOT;PC_CHGPP;Q;2000-Q2;1.252232;
ESP;QGDP;TOT;PC_CHGPP;Q;2000-Q3;1.079224;
ESP;QGDP;TOT;PC_CHGPP;Q;2000-Q4;1.030445;
ESP;QGDP;TOT;PC_CHGPP;Q;2001-Q1;1.061758;
ESP;QGDP;TOT;PC_CHGPP;Q;2001-Q2;0.739116;
ESP;QGDP;TOT;PC_CHGPP;Q;2001-Q3;0.932024;
ESP;QGDP;TOT;PC_CHGPP;Q;2001-Q4;0.691907;
ESP;QGDP;TOT;PC_CHGPP;Q;2002-Q1;0.425504;
ESP;QGDP;TOT;PC_CHGPP;Q;2002-Q2;0.814943;
ESP;QGDP;TOT;PC_CHGPP;Q;2002-Q3;0.616462;
ESP;QGDP;TOT;PC_CHGPP;Q;2002-Q4;0.760737;
ESP;QGDP;TOT;PC_CHGPP;Q;2003-Q1;0.930721;
ESP;QGDP;TOT;PC_CHGPP;Q;2003-Q2;0.521063;
ESP;QGDP;TOT;PC_CHGPP;Q;2003-Q3;0.65943;
ESP;QGDP;TOT;PC_CHGPP;Q;2003-Q4;0.864496;
ESP;QGDP;TOT;PC_CHGPP;Q;2004-Q1;0.603044;
ESP;QGDP;TOT;PC_CHGPP;Q;2004-Q2;0.976983;
ESP;QGDP;TOT;PC_CHGPP;Q;2004-Q3;0.940419;
ESP;QGDP;TOT;PC_CHGPP;Q;2004-Q4;0.684311;
ESP;QGDP;TOT;PC_CHGPP;Q;2005-Q1;0.97629;
ESP;QGDP;TOT;PC_CHGPP;Q;2005-Q2;0.882073;
ESP;QGDP;TOT;PC_CHGPP;Q;2005-Q3;0.966996;
ESP;QGDP;TOT;PC_CHGPP;Q;2005-Q4;1.013867;
ESP;QGDP;TOT;PC_CHGPP;Q;2006-Q1;1.145104;
ESP;QGDP;TOT;PC_CHGPP;Q;2006-Q2;0.969215;
ESP;QGDP;TOT;PC_CHGPP;Q;2006-Q3;0.92914;
ESP;QGDP;TOT;PC_CHGPP;Q;2006-Q4;0.961485;
ESP;QGDP;TOT;PC_CHGPP;Q;2007-Q1;0.914766;
ESP;QGDP;TOT;PC_CHGPP;Q;2007-Q2;0.896256;
ESP;QGDP;TOT;PC_CHGPP;Q;2007-Q3;0.766769;
ESP;QGDP;TOT;PC_CHGPP;Q;2007-Q4;0.642846;
ESP;QGDP;TOT;PC_CHGPP;Q;2008-Q1;0.215766;
ESP;QGDP;TOT;PC_CHGPP;Q;2008-Q2;0.109252;
ESP;QGDP;TOT;PC_CHGPP;Q;2008-Q3;-0.18414;
ESP;QGDP;TOT;PC_CHGPP;Q;2008-Q4;-1.614018;
ESP;QGDP;TOT;PC_CHGPP;Q;2009-Q1;-2.605535;
ESP;QGDP;TOT;PC_CHGPP;Q;2009-Q2;-0.010778;
ESP;QGDP;TOT;PC_CHGPP;Q;2009-Q3;0.211128;
ESP;QGDP;TOT;PC_CHGPP;Q;2009-Q4;-0.020401;
ESP;QGDP;TOT;PC_CHGPP;Q;2010-Q1;-0.028196;
ESP;QGDP;TOT;PC_CHGPP;Q;2010-Q2;0.149925;
ESP;QGDP;TOT;PC_CHGPP;Q;2010-Q3;-0.051135;
ESP;QGDP;TOT;PC_CHGPP;Q;2010-Q4;0.067103;
ESP;QGDP;TOT;PC_CHGPP;Q;2011-Q1;-0.155975;
ESP;QGDP;TOT;PC_CHGPP;Q;2011-Q2;-0.31689;
ESP;QGDP;TOT;PC_CHGPP;Q;2011-Q3;-0.648079;
ESP;QGDP;TOT;PC_CHGPP;Q;2011-Q4;-0.64856;
ESP;QGDP;TOT;PC_CHGPP;Q;2012-Q1;-0.937142;
ESP;QGDP;TOT;PC_CHGPP;Q;2012-Q2;-0.961235;
ESP;QGDP;TOT;PC_CHGPP;Q;2012-Q3;-0.50969;
ESP;QGDP;TOT;PC_CHGPP;Q;2012-Q4;-0.762657;
ESP;QGDP;TOT;PC_CHGPP;Q;2013-Q1;-0.319632;
ESP;QGDP;TOT;PC_CHGPP;Q;2013-Q2;-0.087487;
ESP;QGDP;TOT;PC_CHGPP;Q;2013-Q3;-0.054727;
ESP;QGDP;TOT;PC_CHGPP;Q;2013-Q4;0.166619;
ESP;QGDP;TOT;PC_CHGPP;Q;2014-Q1;0.367436;
ESP;QGDP;TOT;PC_CHGPP;Q;2014-Q2;0.463352;
ESP;QGDP;TOT;PC_CHGPP;Q;2014-Q3;0.740035;
ESP;QGDP;TOT;PC_CHGPP;Q;2014-Q4;0.858377;
ESP;QGDP;TOT;PC_CHGPP;Q;2015-Q1;1.147594;
ESP;QGDP;TOT;PC_CHGPP;Q;2015-Q2;1.072777;
ESP;QGDP;TOT;PC_CHGPP;Q;2015-Q3;0.91003;
ESP;QGDP;TOT;PC_CHGPP;Q;2015-Q4;0.969062;
ESP;QGDP;TOT;PC_CHGPP;Q;2016-Q1;0.677651;
ESP;QGDP;TOT;PC_CHGPP;Q;2016-Q2;0.419409;
ESP;QGDP;TOT;PC_CHGPP;Q;2016-Q3;0.88707;
ESP;QGDP;TOT;PC_CHGPP;Q;2016-Q4;0.464567;
ESP;QGDP;TOT;PC_CHGPP;Q;2017-Q1;0.754511;P
ESP;QGDP;TOT;PC_CHGPP;Q;2017-Q2;1.027778;P
ESP;QGDP;TOT;PC_CHGPP;Q;2017-Q3;0.532867;P
ESP;QGDP;TOT;PC_CHGPP;Q;2017-Q4;0.689857;P
ESP;QGDP;TOT;PC_CHGPP;Q;2018-Q1;0.491756;P
ESP;QGDP;TOT;PC_CHGPP;Q;2018-Q2;0.545216;P
ESP;QGDP;TOT;PC_CHGPP;Q;2018-Q3;0.501787;P
ESP;QGDP;TOT;PC_CHGPP;Q;2018-Q4;0.559687;P
ESP;QGDP;TOT;PC_CHGPP;Q;2019-Q1;0.56845;P
ESP;QGDP;TOT;PC_CHGPP;Q;2019-Q2;0.380312;P
ESP;QGDP;TOT;PC_CHGPP;Q;2019-Q3;0.404756;P
ESP;QGDP;TOT;PC_CHGPP;Q;2019-Q4;0.410156;P
ESP;QGDP;TOT;PC_CHGPP;Q;2020-Q1;-5.208875195;P
ESP;QGDP;TOT;PC_CHGPP;Q;2020-Q2;-18.484122545;P
KOR;QGDP;TOT;PC_CHGPP;A;1961;6.935993;
KOR;QGDP;TOT;PC_CHGPP;A;1962;3.895273;
KOR;QGDP;TOT;PC_CHGPP;A;1963;9.020878;
KOR;QGDP;TOT;PC_CHGPP;A;1964;9.473514;
KOR;QGDP;TOT;PC_CHGPP;A;1965;7.318434;
KOR;QGDP;TOT;PC_CHGPP;A;1966;11.993957;
KOR;QGDP;TOT;PC_CHGPP;A;1967;9.079822;
KOR;QGDP;TOT;PC_CHGPP;A;1968;13.165544;
KOR;QGDP;TOT;PC_CHGPP;A;1969;14.561367;
KOR;QGDP;TOT;PC_CHGPP;A;1970;10.052735;
KOR;QGDP;TOT;PC_CHGPP;A;1971;10.545514;
KOR;QGDP;TOT;PC_CHGPP;A;1972;7.214235;
KOR;QGDP;TOT;PC_CHGPP;A;1973;14.89834;
KOR;QGDP;TOT;PC_CHGPP;A;1974;9.511845;
KOR;QGDP;TOT;PC_CHGPP;A;1975;7.840127;
KOR;QGDP;TOT;PC_CHGPP;A;1976;13.22135;
KOR;QGDP;TOT;PC_CHGPP;A;1977;12.335982;
KOR;QGDP;TOT;PC_CHGPP;A;1978;10.952986;
KOR;QGDP;TOT;PC_CHGPP;A;1979;8.671227;
KOR;QGDP;TOT;PC_CHGPP;A;1980;-1.645688;
KOR;QGDP;TOT;PC_CHGPP;A;1981;7.246119;
KOR;QGDP;TOT;PC_CHGPP;A;1982;8.338136;
KOR;QGDP;TOT;PC_CHGPP;A;1983;13.376174;
KOR;QGDP;TOT;PC_CHGPP;A;1984;10.55164;
KOR;QGDP;TOT;PC_CHGPP;A;1985;7.838864;
KOR;QGDP;TOT;PC_CHGPP;A;1986;11.327261;
KOR;QGDP;TOT;PC_CHGPP;A;1987;12.723659;
KOR;QGDP;TOT;PC_CHGPP;A;1988;11.987777;
KOR;QGDP;TOT;PC_CHGPP;A;1989;7.072866;
KOR;QGDP;TOT;PC_CHGPP;A;1990;9.877577;
KOR;QGDP;TOT;PC_CHGPP;A;1991;10.778032;
KOR;QGDP;TOT;PC_CHGPP;A;1992;6.198663;
KOR;QGDP;TOT;PC_CHGPP;A;1993;6.877473;
KOR;QGDP;TOT;PC_CHGPP;A;1994;9.268647;
KOR;QGDP;TOT;PC_CHGPP;A;1995;9.614565;
KOR;QGDP;TOT;PC_CHGPP;A;1996;7.890703;
KOR;QGDP;TOT;PC_CHGPP;A;1997;6.170566;
KOR;QGDP;TOT;PC_CHGPP;A;1998;-5.12946;
KOR;QGDP;TOT;PC_CHGPP;A;1999;11.466929;
KOR;QGDP;TOT;PC_CHGPP;A;2000;9.060846;
KOR;QGDP;TOT;PC_CHGPP;A;2001;4.8524;
KOR;QGDP;TOT;PC_CHGPP;A;2002;7.725143;
KOR;QGDP;TOT;PC_CHGPP;A;2003;3.147291;
KOR;QGDP;TOT;PC_CHGPP;A;2004;5.197391;
KOR;QGDP;TOT;PC_CHGPP;A;2005;4.308534;
KOR;QGDP;TOT;PC_CHGPP;A;2006;5.264336;
KOR;QGDP;TOT;PC_CHGPP;A;2007;5.799548;
KOR;QGDP;TOT;PC_CHGPP;A;2008;3.012985;
KOR;QGDP;TOT;PC_CHGPP;A;2009;0.792699;
KOR;QGDP;TOT;PC_CHGPP;A;2010;6.804825;
KOR;QGDP;TOT;PC_CHGPP;A;2011;3.685668;
KOR;QGDP;TOT;PC_CHGPP;A;2012;2.402531;
KOR;QGDP;TOT;PC_CHGPP;A;2013;3.164709;
KOR;QGDP;TOT;PC_CHGPP;A;2014;3.202454;
KOR;QGDP;TOT;PC_CHGPP;A;2015;2.809103;
KOR;QGDP;TOT;PC_CHGPP;A;2016;2.946882;
KOR;QGDP;TOT;PC_CHGPP;A;2017;3.159636;
KOR;QGDP;TOT;PC_CHGPP;A;2018;2.907398;
KOR;QGDP;TOT;PC_CHGPP;A;2019;2.03934834;P
MEX;QGDP;TOT;PC_CHGPY;Q;1961-Q1;4.013559701;E
MEX;QGDP;TOT;PC_CHGPY;Q;1961-Q2;3.968464812;E
MEX;QGDP;TOT;PC_CHGPY;Q;1961-Q3;3.98271383;E
MEX;QGDP;TOT;PC_CHGPY;Q;1961-Q4;4.052759283;E
MEX;QGDP;TOT;PC_CHGPY;Q;1962-Q1;4.120104991;E
MEX;QGDP;TOT;PC_CHGPY;Q;1962-Q2;4.186414275;E
MEX;QGDP;TOT;PC_CHGPY;Q;1962-Q3;4.593795977;E
MEX;QGDP;TOT;PC_CHGPY;Q;1962-Q4;5.353575853;E
MEX;QGDP;TOT;PC_CHGPY;Q;1963-Q1;6.096019154;E
MEX;QGDP;TOT;PC_CHGPY;Q;1963-Q2;6.813210124;E
MEX;QGDP;TOT;PC_CHGPY;Q;1963-Q3;7.815201468;E
MEX;QGDP;TOT;PC_CHGPY;Q;1963-Q4;9.093899794;E
MEX;QGDP;TOT;PC_CHGPY;Q;1964-Q1;10.312366804;E
MEX;QGDP;TOT;PC_CHGPY;Q;1964-Q2;11.502868805;E
MEX;QGDP;TOT;PC_CHGPY;Q;1964-Q3;11.228235822;E
MEX;QGDP;TOT;PC_CHGPY;Q;1964-Q4;9.52607796;E
MEX;QGDP;TOT;PC_CHGPY;Q;1965-Q1;7.932758191;E
MEX;QGDP;TOT;PC_CHGPY;Q;1965-Q2;6.422489448;E
MEX;QGDP;TOT;PC_CHGPY;Q;1965-Q3;5.770324987;E
MEX;QGDP;TOT;PC_CHGPY;Q;1965-Q4;5.941480444;E
MEX;QGDP;TOT;PC_CHGPY;Q;1966-Q1;6.103648188;E
MEX;QGDP;TOT;PC_CHGPY;Q;1966-Q2;6.263107691;E
MEX;QGDP;TOT;PC_CHGPY;Q;1966-Q3;6.239657409;E
MEX;QGDP;TOT;PC_CHGPY;Q;1966-Q4;6.028594206;E
MEX;QGDP;TOT;PC_CHGPY;Q;1967-Q1;5.827578402;E
MEX;QGDP;TOT;PC_CHGPY;Q;1967-Q2;5.632259403;E
MEX;QGDP;TOT;PC_CHGPY;Q;1967-Q3;5.833420987;E
MEX;QGDP;TOT;PC_CHGPY;Q;1967-Q4;6.441395722;E
MEX;QGDP;TOT;PC_CHGPY;Q;1968-Q1;7.029301289;E
MEX;QGDP;TOT;PC_CHGPY;Q;1968-Q2;7.606982994;E
MEX;QGDP;TOT;PC_CHGPY;Q;1968-Q3;7.54069153;E
MEX;QGDP;TOT;PC_CHGPY;Q;1968-Q4;6.834903722;E
MEX;QGDP;TOT;PC_CHGPY;Q;1969-Q1;6.164891315;E
MEX;QGDP;TOT;PC_CHGPY;Q;1969-Q2;5.510473781;E
MEX;QGDP;TOT;PC_CHGPY;Q;1969-Q3;5.479421526;E
MEX;QGDP;TOT;PC_CHGPY;Q;1969-Q4;6.069005197;E
MEX;QGDP;TOT;PC_CHGPY;Q;1970-Q1;6.629729216;E
MEX;QGDP;TOT;PC_CHGPY;Q;1970-Q2;7.181340692;E
MEX;QGDP;TOT;PC_CHGPY;Q;1970-Q3;6.853289384;E
MEX;QGDP;TOT;PC_CHGPY;Q;1970-Q4;5.628723942;E
MEX;QGDP;TOT;PC_CHGPY;Q;1971-Q1;4.462871718;E
MEX;QGDP;TOT;PC_CHGPY;Q;1971-Q2;3.341550471;E
MEX;QGDP;TOT;PC_CHGPY;Q;1971-Q3;3.596275919;E
MEX;QGDP;TOT;PC_CHGPY;Q;1971-Q4;5.276770586;E
MEX;QGDP;TOT;PC_CHGPY;Q;1972-Q1;6.927996572;E
MEX;QGDP;TOT;PC_CHGPY;Q;1972-Q2;8.549659181;E
MEX;QGDP;TOT;PC_CHGPY;Q;1972-Q3;9.294404826;E
MEX;QGDP;TOT;PC_CHGPY;Q;1972-Q4;9.130326572;E
MEX;QGDP;TOT;PC_CHGPY;Q;1973-Q1;8.968920915;E
MEX;QGDP;TOT;PC_CHGPY;Q;1973-Q2;8.808347221;E
MEX;QGDP;TOT;PC_CHGPY;Q;1973-Q3;8.344813461;E
MEX;QGDP;TOT;PC_CHGPY;Q;1973-Q4;7.565879121;E
MEX;QGDP;TOT;PC_CHGPY;Q;1974-Q1;6.817828806;E
MEX;QGDP;TOT;PC_CHGPY;Q;1974-Q2;6.113170653;E
MEX;QGDP;TOT;PC_CHGPY;Q;1974-Q3;5.765248132;E
MEX;QGDP;TOT;PC_CHGPY;Q;1974-Q4;5.779068666;E
MEX;QGDP;TOT;PC_CHGPY;Q;1975-Q1;5.794445526;E
MEX;QGDP;TOT;PC_CHGPY;Q;1975-Q2;5.807360462;E
MEX;QGDP;TOT;PC_CHGPY;Q;1975-Q3;5.62137158;E
MEX;QGDP;TOT;PC_CHGPY;Q;1975-Q4;5.231910732;E
MEX;QGDP;TOT;PC_CHGPY;Q;1976-Q1;4.856796612;E
MEX;QGDP;TOT;PC_CHGPY;Q;1976-Q2;4.500615207;E
MEX;QGDP;TOT;PC_CHGPY;Q;1976-Q3;4.065831915;E
MEX;QGDP;TOT;PC_CHGPY;Q;1976-Q4;3.561167642;E
MEX;QGDP;TOT;PC_CHGPY;Q;1977-Q1;3.082236927;E
MEX;QGDP;TOT;PC_CHGPY;Q;1977-Q2;2.600360199;E
MEX;QGDP;TOT;PC_CHGPY;Q;1977-Q3;3.185988957;E
MEX;QGDP;TOT;PC_CHGPY;Q;1977-Q4;4.878946385;E
MEX;QGDP;TOT;PC_CHGPY;Q;1978-Q1;6.536367346;E
MEX;QGDP;TOT;PC_CHGPY;Q;1978-Q2;8.163617638;E
MEX;QGDP;TOT;PC_CHGPY;Q;1978-Q3;9.061140082;E
MEX;QGDP;TOT;PC_CHGPY;Q;1978-Q4;9.181234344;E
MEX;QGDP;TOT;PC_CHGPY;Q;1979-Q1;9.284450731;E
MEX;QGDP;TOT;PC_CHGPY;Q;1979-Q2;9.392878676;E
MEX;QGDP;TOT;PC_CHGPY;Q;1979-Q3;9.214405183;E
MEX;QGDP;TOT;PC_CHGPY;Q;1979-Q4;8.749299133;E
MEX;QGDP;TOT;PC_CHGPY;Q;1980-Q1;9.274204115;E
MEX;QGDP;TOT;PC_CHGPY;Q;1980-Q2;7.60676692;E
MEX;QGDP;TOT;PC_CHGPY;Q;1980-Q3;7.699434116;E
MEX;QGDP;TOT;PC_CHGPY;Q;1980-Q4;8.732685103;E
MEX;QGDP;TOT;PC_CHGPY;Q;1981-Q1;8.165443787;E
MEX;QGDP;TOT;PC_CHGPY;Q;1981-Q2;10.248938249;E
MEX;QGDP;TOT;PC_CHGPY;Q;1981-Q3;8.483372977;E
MEX;QGDP;TOT;PC_CHGPY;Q;1981-Q4;7.31911819;E
MEX;QGDP;TOT;PC_CHGPY;Q;1982-Q1;2.952408048;E
MEX;QGDP;TOT;PC_CHGPY;Q;1982-Q2;0.505059441;E
MEX;QGDP;TOT;PC_CHGPY;Q;1982-Q3;-0.736684843;E
MEX;QGDP;TOT;PC_CHGPY;Q;1982-Q4;-4.623492747;E
MEX;QGDP;TOT;PC_CHGPY;Q;1983-Q1;-3.468731128;E
MEX;QGDP;TOT;PC_CHGPY;Q;1983-Q2;-5.553618924;E
MEX;QGDP;TOT;PC_CHGPY;Q;1983-Q3;-4.079716111;E
MEX;QGDP;TOT;PC_CHGPY;Q;1983-Q4;-0.7995198;E
MEX;QGDP;TOT;PC_CHGPY;Q;1984-Q1;2.697849923;E
MEX;QGDP;TOT;PC_CHGPY;Q;1984-Q2;3.262564712;E
MEX;QGDP;TOT;PC_CHGPY;Q;1984-Q3;4.892367869;E
MEX;QGDP;TOT;PC_CHGPY;Q;1984-Q4;2.78553242;E
MEX;QGDP;TOT;PC_CHGPY;Q;1985-Q1;1.854300225;E
MEX;QGDP;TOT;PC_CHGPY;Q;1985-Q2;3.286314794;E
MEX;QGDP;TOT;PC_CHGPY;Q;1985-Q3;1.474999436;E
MEX;QGDP;TOT;PC_CHGPY;Q;1985-Q4;2.099227801;E
MEX;QGDP;TOT;PC_CHGPY;Q;1986-Q1;-1.668089743;E
MEX;QGDP;TOT;PC_CHGPY;Q;1986-Q2;-1.950427578;E
MEX;QGDP;TOT;PC_CHGPY;Q;1986-Q3;-4.409440916;E
MEX;QGDP;TOT;PC_CHGPY;Q;1986-Q4;-4.410904065;E
MEX;QGDP;TOT;PC_CHGPY;Q;1987-Q1;-1.9491274;E
MEX;QGDP;TOT;PC_CHGPY;Q;1987-Q2;1.111442286;E
MEX;QGDP;TOT;PC_CHGPY;Q;1987-Q3;3.178231352;E
MEX;QGDP;TOT;PC_CHGPY;Q;1987-Q4;4.710846071;E
MEX;QGDP;TOT;PC_CHGPY;Q;1988-Q1;3.385812321;E
MEX;QGDP;TOT;PC_CHGPY;Q;1988-Q2;0.309399098;E
MEX;QGDP;TOT;PC_CHGPY;Q;1988-Q3;0.325793806;E
MEX;QGDP;TOT;PC_CHGPY;Q;1988-Q4;1.102862183;E
MEX;QGDP;TOT;PC_CHGPY;Q;1989-Q1;3.697688495;E
MEX;QGDP;TOT;PC_CHGPY;Q;1989-Q2;4.071222174;E
MEX;QGDP;TOT;PC_CHGPY;Q;1989-Q3;5.88055836;E
MEX;QGDP;TOT;PC_CHGPY;Q;1989-Q4;2.896988348;E
MEX;QGDP;TOT;PC_CHGPY;Q;1990-Q1;3.200574501;E
MEX;QGDP;TOT;PC_CHGPY;Q;1990-Q2;5.399554526;E
MEX;QGDP;TOT;PC_CHGPY;Q;1990-Q3;4.88221389;E
MEX;QGDP;TOT;PC_CHGPY;Q;1990-Q4;7.160126077;E
MEX;QGDP;TOT;PC_CHGPY;Q;1991-Q1;5.16884013;E
MEX;QGDP;TOT;PC_CHGPY;Q;1991-Q2;4.510489789;E
MEX;QGDP;TOT;PC_CHGPY;Q;1991-Q3;3.295725258;E
MEX;QGDP;TOT;PC_CHGPY;Q;1991-Q4;3.841641702;E
MEX;QGDP;TOT;PC_CHGPY;Q;1992-Q1;3.547179937;E
MEX;QGDP;TOT;PC_CHGPY;Q;1992-Q2;3.658957609;E
MEX;QGDP;TOT;PC_CHGPY;Q;1992-Q3;4.42733631;E
MEX;QGDP;TOT;PC_CHGPY;Q;1992-Q4;2.660116445;E
MEX;QGDP;TOT;PC_CHGPY;Q;1993-Q1;2.601204911;
MEX;QGDP;TOT;PC_CHGPY;Q;1993-Q2;1.230114431;
MEX;QGDP;TOT;PC_CHGPY;Q;1993-Q3;1.39152325;
MEX;QGDP;TOT;PC_CHGPY;Q;1993-Q4;2.584396776;
MEX;QGDP;TOT;PC_CHGPY;Q;1994-Q1;3.680543762;
MEX;QGDP;TOT;PC_CHGPY;Q;1994-Q2;5.576859894;
MEX;QGDP;TOT;PC_CHGPY;Q;1994-Q3;5.304828305;
MEX;QGDP;TOT;PC_CHGPY;Q;1994-Q4;5.157495542;
MEX;QGDP;TOT;PC_CHGPY;Q;1995-Q1;-1.917432872;
MEX;QGDP;TOT;PC_CHGPY;Q;1995-Q2;-8.614682817;
MEX;QGDP;TOT;PC_CHGPY;Q;1995-Q3;-7.599553141;
MEX;QGDP;TOT;PC_CHGPY;Q;1995-Q4;-6.914886049;
MEX;QGDP;TOT;PC_CHGPY;Q;1996-Q1;1.385155907;
MEX;QGDP;TOT;PC_CHGPY;Q;1996-Q2;8.042311989;
MEX;QGDP;TOT;PC_CHGPY;Q;1996-Q3;7.830149725;
MEX;QGDP;TOT;PC_CHGPY;Q;1996-Q4;8.979122799;
MEX;QGDP;TOT;PC_CHGPY;Q;1997-Q1;6.352649314;
MEX;QGDP;TOT;PC_CHGPY;Q;1997-Q2;7.3453795;
MEX;QGDP;TOT;PC_CHGPY;Q;1997-Q3;7.562675846;
MEX;QGDP;TOT;PC_CHGPY;Q;1997-Q4;7.003079214;
MEX;QGDP;TOT;PC_CHGPY;Q;1998-Q1;7.833863736;
MEX;QGDP;TOT;PC_CHGPY;Q;1998-Q2;6.184973737;
MEX;QGDP;TOT;PC_CHGPY;Q;1998-Q3;4.625250927;
MEX;QGDP;TOT;PC_CHGPY;Q;1998-Q4;2.313815848;
MEX;QGDP;TOT;PC_CHGPY;Q;1999-Q1;2.454961318;
MEX;QGDP;TOT;PC_CHGPY;Q;1999-Q2;2.291833135;
MEX;QGDP;TOT;PC_CHGPY;Q;1999-Q3;2.655336321;
MEX;QGDP;TOT;PC_CHGPY;Q;1999-Q4;3.560827375;
MEX;QGDP;TOT;PC_CHGPY;Q;2000-Q1;4.448440402;
MEX;QGDP;TOT;PC_CHGPY;Q;2000-Q2;5.405330942;
MEX;QGDP;TOT;PC_CHGPY;Q;2000-Q3;5.367402937;
MEX;QGDP;TOT;PC_CHGPY;Q;2000-Q4;3.592293351;
MEX;QGDP;TOT;PC_CHGPY;Q;2001-Q1;1.716598293;
MEX;QGDP;TOT;PC_CHGPY;Q;2001-Q2;-0.375580665;
MEX;QGDP;TOT;PC_CHGPY;Q;2001-Q3;-1.119353136;
MEX;QGDP;TOT;PC_CHGPY;Q;2001-Q4;-0.925248767;
MEX;QGDP;TOT;PC_CHGPY;Q;2002-Q1;-1.648883278;
MEX;QGDP;TOT;PC_CHGPY;Q;2002-Q2;-0.2144278;
MEX;QGDP;TOT;PC_CHGPY;Q;2002-Q3;0.450745674;
MEX;QGDP;TOT;PC_CHGPY;Q;2002-Q4;1.237756691;
MEX;QGDP;TOT;PC_CHGPY;Q;2003-Q1;2.129109438;
MEX;QGDP;TOT;PC_CHGPY;Q;2003-Q2;1.472872549;
MEX;QGDP;TOT;PC_CHGPY;Q;2003-Q3;0.769366117;
MEX;QGDP;TOT;PC_CHGPY;Q;2003-Q4;1.507785903;
MEX;QGDP;TOT;PC_CHGPY;Q;2004-Q1;2.65621858;
MEX;QGDP;TOT;PC_CHGPY;Q;2004-Q2;4.056496174;
MEX;QGDP;TOT;PC_CHGPY;Q;2004-Q3;3.921725688;
MEX;QGDP;TOT;PC_CHGPY;Q;2004-Q4;4.104984285;
MEX;QGDP;TOT;PC_CHGPY;Q;2005-Q1;2.877188548;
MEX;QGDP;TOT;PC_CHGPY;Q;2005-Q2;1.547556127;
MEX;QGDP;TOT;PC_CHGPY;Q;2005-Q3;2.634006753;
MEX;QGDP;TOT;PC_CHGPY;Q;2005-Q4;2.992404428;
MEX;QGDP;TOT;PC_CHGPY;Q;2006-Q1;4.628950208;
MEX;QGDP;TOT;PC_CHGPY;Q;2006-Q2;5.363565017;
MEX;QGDP;TOT;PC_CHGPY;Q;2006-Q3;4.712850882;
MEX;QGDP;TOT;PC_CHGPY;Q;2006-Q4;3.299669654;
MEX;QGDP;TOT;PC_CHGPY;Q;2007-Q1;2.245412429;
MEX;QGDP;TOT;PC_CHGPY;Q;2007-Q2;2.014490944;
MEX;QGDP;TOT;PC_CHGPY;Q;2007-Q3;2.336732766;
MEX;QGDP;TOT;PC_CHGPY;Q;2007-Q4;2.526141664;
MEX;QGDP;TOT;PC_CHGPY;Q;2008-Q1;1.612473464;
MEX;QGDP;TOT;PC_CHGPY;Q;2008-Q2;1.578277423;
MEX;QGDP;TOT;PC_CHGPY;Q;2008-Q3;1.25700389;
MEX;QGDP;TOT;PC_CHGPY;Q;2008-Q4;-0.752853757;
MEX;QGDP;TOT;PC_CHGPY;Q;2009-Q1;-5.629875637;
MEX;QGDP;TOT;PC_CHGPY;Q;2009-Q2;-7.743735677;
MEX;QGDP;TOT;PC_CHGPY;Q;2009-Q3;-5.038823602;
MEX;QGDP;TOT;PC_CHGPY;Q;2009-Q4;-1.831485463;
MEX;QGDP;TOT;PC_CHGPY;Q;2010-Q1;4.540727933;
MEX;QGDP;TOT;PC_CHGPY;Q;2010-Q2;7.276846011;
MEX;QGDP;TOT;PC_CHGPY;Q;2010-Q3;4.85184512;
MEX;QGDP;TOT;PC_CHGPY;Q;2010-Q4;3.920830785;
MEX;QGDP;TOT;PC_CHGPY;Q;2011-Q1;3.623915353;
MEX;QGDP;TOT;PC_CHGPY;Q;2011-Q2;3.034946061;
MEX;QGDP;TOT;PC_CHGPY;Q;2011-Q3;4.065899322;
MEX;QGDP;TOT;PC_CHGPY;Q;2011-Q4;3.951456152;
MEX;QGDP;TOT;PC_CHGPY;Q;2012-Q1;3.799001345;
MEX;QGDP;TOT;PC_CHGPY;Q;2012-Q2;4.156835728;
MEX;QGDP;TOT;PC_CHGPY;Q;2012-Q3;2.816649906;
MEX;QGDP;TOT;PC_CHGPY;Q;2012-Q4;2.96075692;
MEX;QGDP;TOT;PC_CHGPY;Q;2013-Q1;2.604650752;
MEX;QGDP;TOT;PC_CHGPY;Q;2013-Q2;1.101166357;
MEX;QGDP;TOT;PC_CHGPY;Q;2013-Q3;1.454367417;
MEX;QGDP;TOT;PC_CHGPY;Q;2013-Q4;1.194139007;
MEX;QGDP;TOT;PC_CHGPY;Q;2014-Q1;1.620606855;
MEX;QGDP;TOT;PC_CHGPY;Q;2014-Q2;3.520486614;
MEX;QGDP;TOT;PC_CHGPY;Q;2014-Q3;2.885252884;
MEX;QGDP;TOT;PC_CHGPY;Q;2014-Q4;3.397545766;
MEX;QGDP;TOT;PC_CHGPY;Q;2015-Q1;3.258497012;
MEX;QGDP;TOT;PC_CHGPY;Q;2015-Q2;3.193935194;
MEX;QGDP;TOT;PC_CHGPY;Q;2015-Q3;4.069114535;
